student_id,student_name,label,image_number,lighting,occlusion,attendance,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
S024,Student_024,23,7,Normal,Masked,Present,1.018071,0.39713,0.548252,-1.109164,0.310792,0.767929,2.442834,1.689633,0.609193,0.471407,-1.381954,1.660251,-1.338846,-0.820458,0.973057,-0.33732,-0.066088,0.218702,-1.46693,0.929457,-0.085629,-0.368845,1.106953,0.394775,-2.196173,0.257544,0.681049,-1.262107,-0.879051,1.221685,0.177933,-2.602078,1.440094,-0.383254,0.500165,-0.010069,1.271017,-1.471906,0.955003,1.330958,-0.93185,-0.261808,1.715687,1.378129,-0.548303,-0.812888,0.662578,-0.019583,0.024328,1.916846,0.490178,-0.984845,1.233181,-0.010871,-0.724605,1.200784,1.739419,0.298638,-0.752515,0.306898,-0.366721,0.16387,0.528892,-1.915453,0.430407,-0.484146,-0.427242,-1.47954,-1.141931,1.682758,0.719362,0.965753,-0.553661,2.209681,0.218883,-0.506006,-1.202754,-0.995789,-0.980455,-0.934317,0.890511,2.185625,-0.207378,-0.386944,-1.778279,-0.99579,-1.516936,1.022784,1.557406,-1.176923,-0.39745,0.10503,1.192728,0.118037,2.235803,-1.191358,0.990483,-0.672856,-1.194305,1.358376,1.627258,0.007148,-0.575789,-1.301549,0.925793,-1.936817,0.841445,-0.229703,0.083571,-1.421069,-1.627752,0.524352,-0.030817,0.10697,1.450855,0.055169,0.922413,-1.556871,0.103104,1.350947,0.685322,0.600253,-0.165601,-0.891509,-0.519715,0.488684,-2.20322,1.613317
S024,Student_024,23,8,Normal,None,Absent,1.046708,0.13754,1.010116,-1.201561,0.91891,0.314232,1.805265,1.135842,-0.377204,-0.113434,-0.764078,1.659057,-1.291338,-1.550163,0.959118,0.067395,0.314481,0.358253,-0.796662,0.669302,-0.194013,-0.07356,0.87656,1.119208,-2.361884,-0.130037,1.382735,-1.231388,-0.582215,0.927958,-0.343751,-2.023458,1.209027,-0.343292,0.020339,-0.355931,1.191311,-1.26216,0.828779,1.2793,-1.490528,-0.214488,1.462296,1.134646,-0.297186,-0.934381,0.37754,0.124832,-0.669444,1.555075,0.530657,-0.32332,0.826796,-0.245848,-0.748305,0.940813,1.559407,0.563359,-1.239926,0.494509,-0.760801,0.048652,0.479692,-2.373868,1.065149,-0.466268,-0.655749,-1.254334,-1.406684,2.220798,0.948234,1.385129,-0.885588,1.387146,0.251289,-0.107959,-1.332954,-1.326479,-1.002181,-1.11316,1.34257,2.296576,0.460264,0.333905,-1.615698,-0.745847,-1.356226,0.652848,1.591283,-1.041053,-0.606258,-0.467649,0.919579,0.232142,2.539563,-0.833256,1.433412,-0.790345,-1.325721,1.479001,2.207528,0.193847,-0.361238,-0.992557,0.307565,-1.44413,0.83976,-0.157533,-0.247996,-1.434326,-1.136637,-0.408824,0.076774,0.016996,1.117516,0.255014,0.023604,-1.888977,-0.231269,1.440334,1.087851,0.471552,-0.663779,-1.315179,-0.286083,0.437741,-1.901885,1.776916
S024,Student_024,23,9,Normal,None,Present,0.81937,0.835841,0.44621,-1.853352,0.791298,1.040884,2.012593,1.230091,0.255696,-0.652901,-1.597051,2.085948,-0.679714,-2.05784,0.957867,0.273197,0.762432,0.162587,-0.836713,0.966808,-0.406919,-0.443333,1.091361,0.474507,-2.038289,0.574472,1.415144,-1.555892,-0.925376,1.143808,-1.136879,-1.841127,1.763882,0.166702,-0.349392,0.069921,1.185766,-1.017479,0.696256,1.220764,-2.046974,-0.646266,1.83285,0.914555,-0.441744,-1.706557,-0.234914,0.355109,-0.263655,2.624958,0.518481,-0.433033,0.841042,0.10129,-1.272066,0.885062,1.4974,0.578723,-1.430591,0.02822,-0.520326,0.70212,0.50417,-2.182329,0.205618,-1.010662,-0.678943,-1.520917,-0.455046,1.868962,0.786754,1.491494,-0.548794,2.16276,0.011273,-0.795915,-1.030588,-1.065896,-0.905411,-0.580919,0.846429,2.296859,-0.24085,-0.012693,-2.294629,-1.005923,-1.861495,1.468254,1.960948,-0.615381,-0.129819,-0.148431,0.664968,0.038407,2.092292,-0.946379,0.896237,-1.082334,-1.549838,1.065172,1.901766,0.506276,-0.204986,-1.043486,0.480699,-2.315449,1.086632,-0.447621,-0.66511,-1.02708,-1.994309,-0.034145,-0.038617,-0.189632,1.693,-0.085686,0.952528,-1.153929,-0.185768,1.59486,0.639411,0.138473,-0.728318,-1.041813,-0.631726,0.363355,-1.818609,1.647008
S024,Student_024,23,10,Normal,None,Present,0.894362,0.664781,0.815829,-1.203791,0.787747,1.086296,1.570792,1.401077,0.188144,-0.74763,-0.524664,1.574984,-0.210794,-1.822918,0.613811,0.327542,0.148379,0.206112,-0.891193,0.401128,-0.318726,-0.612458,0.776687,0.90735,-2.131134,0.833316,1.316217,-1.551613,-1.477787,0.300522,-0.439462,-1.790851,1.327963,-0.074959,0.789767,0.068008,0.83944,-1.267557,0.802293,1.382097,-1.361634,-0.879252,1.374595,1.58645,-1.095843,-1.390263,0.29892,0.43996,0.013182,1.85285,0.759651,-0.50372,1.140013,0.679458,-0.248059,0.802539,1.320127,-0.086195,-0.961244,0.220032,-0.598983,0.224987,0.528519,-1.636275,0.368138,-0.234678,-0.494529,-1.290026,-1.152544,2.129373,0.955118,1.428041,-0.644535,1.380455,-0.378771,-1.017682,-1.052415,-1.296735,-0.979373,-0.954648,1.198586,2.889253,-0.052788,-0.050916,-1.856614,-0.841499,-1.61191,0.852163,2.007416,-1.167229,-0.79094,-0.031947,0.7176,-0.37226,2.333205,-0.637904,0.445889,-0.066945,-1.617793,2.118529,2.220125,0.893547,-0.613858,-1.074892,0.759552,-2.029929,1.075113,-0.439103,-0.954105,-1.204003,-1.297922,0.056859,0.795602,-0.196791,1.213787,0.270109,0.861295,-1.704855,-0.309092,1.188911,0.841287,0.284694,-0.431806,-1.3966,-0.540833,0.676987,-1.912774,1.718947
S024,Student_024,23,11,Normal,None,Present,0.771756,0.322428,0.742963,-1.596929,1.288415,0.822217,2.174834,1.30593,0.112872,0.182754,-1.426282,1.641126,-1.122739,-2.283271,1.09099,0.466724,-0.24824,0.06192,-1.10892,0.465733,-0.066297,-0.546428,1.705292,0.817606,-2.481777,0.285489,0.687076,-1.322322,-0.916316,0.81882,0.305794,-1.587756,1.259684,-0.046008,0.528783,0.138088,1.589602,-0.820742,0.068407,1.568775,-1.600381,-0.905807,1.939032,0.522212,-0.305544,-0.969302,0.382797,0.579769,0.285404,2.400213,0.878964,-1.134406,1.30123,0.240487,-0.244948,0.953281,1.567519,-0.061147,-0.97743,0.296528,-0.74435,0.740448,0.892926,-2.00445,0.882519,-0.540988,-0.164761,-1.535392,-1.195051,1.441999,0.874203,1.48825,-0.361349,1.781441,-0.133925,-1.589394,-1.011105,-1.040074,-0.741904,-0.442134,1.068125,2.476332,-0.518749,-0.574889,-1.991519,-0.813058,-2.25377,0.772933,2.173969,-1.391633,-0.256504,-0.54594,-0.12906,-0.134798,1.795392,-0.516633,1.043716,-0.907768,-1.214077,1.644183,1.796504,0.509005,-0.913718,-1.877103,0.587868,-2.536021,0.803685,-0.294582,-1.022486,-1.0111,-1.189292,-0.681833,0.407143,0.477967,1.018219,0.282027,0.414174,-1.192623,-0.288854,1.548836,1.019957,0.451972,-0.397788,-1.228105,-0.573985,0.623178,-2.334987,1.76189
S024,Student_024,23,12,Normal,None,Present,0.893988,0.879215,0.388876,-1.38355,0.530477,1.083758,1.61176,1.073631,0.292371,0.191328,-1.151715,1.76422,-1.130031,-2.270784,1.035061,-0.091558,0.135772,0.28882,-1.02934,0.900956,0.208461,-0.02545,2.027179,1.274164,-2.793394,0.382292,1.162006,-1.163308,-1.007601,0.475959,-0.618769,-2.180434,1.408486,-0.259476,0.746279,0.485166,0.874543,-1.416003,0.811151,1.500683,-1.316078,-1.087394,1.746018,1.016673,-0.609713,-1.282187,0.531675,0.579938,-0.234102,2.555826,0.804355,-0.890496,1.416588,-0.324417,-0.806235,1.250706,1.530121,0.174957,-1.058502,-0.125565,-0.541411,0.281723,0.764904,-1.646113,1.050307,-0.304314,0.178605,-1.740851,-0.576296,1.910546,1.078013,0.92657,-1.155463,1.767905,0.033837,-0.691103,-1.125516,-1.237675,-0.705946,-1.437252,1.548704,2.555006,-0.484488,-0.443153,-2.194005,-0.613136,-1.465813,0.777092,1.890281,-1.200747,-0.810656,-0.014077,0.685111,0.284837,2.386559,-0.434271,0.945153,-0.55324,-1.266078,1.395463,2.268678,0.735956,-0.789998,-1.343486,0.226127,-1.858963,0.067607,-1.216027,-0.326576,-1.524327,-1.752298,-0.003997,-0.259307,-0.494723,1.569793,0.178198,0.995407,-1.647189,0.07419,0.559942,0.488309,-0.183569,-0.653891,-0.582752,0.05918,0.680031,-1.814974,1.072013
S024,Student_024,23,13,Bright,Partial,Present,0.479762,0.595807,0.360302,-1.127347,0.86813,0.491806,1.151556,0.905663,-0.212314,-0.4659,-0.853018,2.425097,-1.804969,-2.320869,0.969507,0.010934,0.400407,0.172534,-0.662782,0.539953,-0.059697,-0.157388,1.065249,0.967245,-2.108066,0.113801,0.961636,-1.341972,-1.1275,0.586138,0.189699,-1.654179,1.20753,-0.614532,0.53744,-0.158527,1.073991,-0.424621,1.233497,0.609185,-1.239776,-0.68987,1.751182,0.913817,-0.818448,-1.542668,0.593933,0.631696,0.433152,2.101227,0.727657,-0.227413,0.855053,-0.244643,-0.586626,1.250574,1.275459,0.795705,-1.251991,0.310568,-1.159175,0.086727,1.001269,-2.039387,0.259778,-0.613358,-0.34577,-1.20809,-0.855832,1.583846,0.531359,1.049053,-1.082436,1.784607,-0.421793,-0.469201,-0.923322,-1.307744,-0.806219,-1.15989,0.859492,2.350715,0.395679,-0.704925,-2.238715,-0.9966,-1.592741,0.843487,2.208752,-0.948287,-0.479566,0.070171,0.871871,0.521364,2.129862,-0.422132,0.082755,-0.740925,-1.875663,1.637185,1.651564,0.702677,-0.39389,-1.320737,0.632232,-2.191127,0.906644,-0.192991,-0.537173,-1.569922,-1.258545,0.263596,-0.314412,-0.102691,0.815223,0.397982,1.070315,-1.711598,-0.836581,1.556919,0.638957,0.590966,-0.417941,-0.454575,-0.034646,1.103097,-1.861933,1.511308
S024,Student_024,23,14,Bright,None,Present,0.72155,0.538526,0.661167,-1.691172,0.678908,0.824162,1.364802,1.270519,0.004409,-0.176789,-0.9949,1.34548,-1.235129,-1.474961,0.311286,0.570724,0.092201,0.011702,-1.029035,0.801084,-0.725936,-0.622202,1.643688,1.023261,-1.758943,-0.109311,0.712241,-0.99637,-1.061503,1.133697,-0.240504,-2.469742,1.750862,-0.067697,0.198966,-0.017119,1.181929,-1.022683,0.927276,1.148747,-1.299478,-0.83095,1.749709,1.129515,-1.42833,-1.412877,-0.257967,0.863088,0.218106,1.956054,0.898679,-0.976133,1.110325,-0.549862,-0.55299,1.025965,0.937201,0.601855,-0.630071,0.170643,-1.074323,0.138494,1.248415,-1.429391,0.54994,-0.896353,-0.603847,-0.943163,-1.270106,1.453182,1.417652,0.857209,-0.435411,1.809584,-0.086354,-0.65683,-1.105861,-1.070297,-1.008616,-1.00257,1.109189,2.242548,0.01493,-0.282707,-2.217413,-0.962785,-1.494666,0.577314,2.35668,-0.808384,-0.0126,-0.322459,0.936537,0.451481,1.933133,-0.751723,0.851191,-0.656464,-1.180984,1.784719,2.18177,0.589988,-0.61524,-1.187829,0.694625,-2.595493,1.140065,-0.127815,-0.715434,-1.477741,-1.272704,-0.51746,0.285784,-0.322134,0.670111,0.278168,1.138404,-1.585758,-0.19104,1.254905,1.240139,0.188483,0.051272,-1.610042,-0.685579,0.529253,-2.453736,2.00853
S024,Student_024,23,15,Normal,None,Absent,0.383482,0.225215,0.685082,-1.417391,1.011061,0.56166,1.531494,1.309554,0.317622,-0.470882,-0.663357,2.273972,-0.877413,-1.84578,1.503388,0.248675,0.323579,0.696539,-0.577245,-0.0629,-0.474036,-0.287071,1.791239,0.441433,-2.028564,0.094936,1.281295,-1.416043,-1.563538,0.468917,-0.791811,-2.155687,1.197587,-0.329583,0.35949,-0.198197,1.11957,-0.819777,0.659625,1.480956,-1.135061,-0.786894,1.10738,1.156972,-1.021545,-0.955778,0.69238,0.252351,-0.009964,2.533705,0.402884,-0.837676,0.593398,0.371473,-0.170887,0.931021,1.250051,0.294302,-1.359735,-0.017666,-1.081634,0.069986,0.820241,-1.846441,0.719797,-0.103489,-0.445175,-1.475551,-1.10591,1.74038,0.734372,1.447589,-1.496765,1.80829,0.026191,-0.60911,-0.745545,-1.090557,-0.497113,-0.710708,0.983559,2.183747,0.08012,-0.198792,-1.93346,-1.272356,-2.354108,1.384131,2.025477,-1.413137,-0.581258,-0.332065,0.925803,0.294662,2.319042,-1.015379,0.845902,-0.557101,-1.618887,1.59038,2.345547,0.4731,-0.805574,-1.574358,0.61336,-2.324695,1.000318,-0.308492,0.029667,-1.008948,-1.300548,-0.254724,-0.234139,0.230613,1.456697,-0.039328,0.135396,-1.060433,-0.085435,1.448484,1.292345,0.321329,-0.313475,-1.424039,-0.163021,0.111573,-1.466379,2.341897
S024,Student_024,23,16,Normal,None,Present,0.555947,-0.07526,0.229655,-1.653352,0.991056,0.256975,1.511243,1.45296,-0.011441,0.153194,-0.476516,1.539688,-0.971249,-0.993414,1.098088,0.367704,0.228311,0.242121,-0.822819,0.016736,-0.725122,-0.3419,1.352703,0.394594,-2.765208,0.526821,1.055294,-1.373429,-0.869896,1.011335,-0.517524,-2.472263,1.315854,-0.470219,0.252604,0.085208,1.354093,-1.003609,0.699622,1.589328,-1.220052,-1.022033,1.911969,1.327998,-0.769029,-1.025026,0.356534,-0.651452,-0.178968,2.285047,0.590451,-0.988391,1.048638,0.288502,-0.602813,0.848025,0.896688,0.534637,-1.118984,0.632351,-1.218478,0.440704,0.715031,-2.329898,0.997856,-0.858146,-0.511415,-1.290749,-1.292628,2.125395,0.918383,1.819906,-0.774414,1.961414,-0.707024,-0.580799,-0.942383,-1.199626,-0.965753,-0.959811,1.163346,2.252982,-0.635027,0.01396,-1.979647,-0.968225,-1.658044,0.910955,2.30911,-1.399978,-0.074155,-0.255598,0.775813,0.77632,1.744814,-0.566862,1.229503,-0.895568,-1.675411,1.271548,2.295629,0.411126,-1.111194,-0.456078,1.060375,-1.846915,0.808204,-0.747649,-0.515135,-0.794605,-1.494638,-0.225728,-0.247671,-0.368066,0.680094,0.095869,0.958752,-1.851389,-0.941518,1.485788,0.903027,0.435036,-0.828481,-0.595692,-0.404392,0.976888,-2.122455,2.100008
S024,Student_024,23,17,Normal,Partial,Present,0.352738,0.068616,-0.093622,-1.438803,0.576995,0.912283,1.510206,1.823768,-0.150897,-0.373996,-1.448076,1.820622,-1.161989,-1.901355,1.021942,0.381755,-0.086536,0.19245,-0.801445,0.040614,0.506517,0.239603,1.400493,0.459094,-2.594304,0.286428,1.257972,-1.798613,-1.147465,1.042806,-0.87531,-2.067342,1.329101,-0.222912,0.153425,-0.023179,1.273043,-1.37523,0.767422,1.41606,-1.193616,-0.66068,1.683657,1.034373,-0.909048,-0.997603,0.254046,0.490139,0.096685,2.051415,0.551156,-0.856295,1.084684,0.186957,-0.623105,0.913626,1.345021,0.532928,-0.873013,0.079485,-1.073064,0.310456,0.76336,-2.433783,0.418352,0.017612,-0.451143,-1.519249,-1.185367,1.506059,0.691952,1.602045,-0.911648,2.048617,0.421699,-0.907371,-1.466577,-0.918476,-0.992735,-0.893694,0.954843,3.15832,-0.150151,-0.364822,-1.670095,-0.680715,-1.259408,0.53658,2.320695,-0.395189,0.177527,0.186689,0.552972,0.612138,1.971629,-0.760794,0.760197,-0.769581,-1.603443,1.080495,1.667292,0.118202,-0.169849,-0.652506,1.324214,-2.146864,0.880566,-0.186446,-0.822305,-1.366624,-1.916376,0.192892,-0.062824,0.208766,0.956202,0.061023,0.664234,-1.411594,-0.588601,1.795414,0.92141,0.442834,-0.345722,-1.240304,-0.124858,0.441991,-1.74019,2.013728
S024,Student_024,23,18,Low,None,Present,0.48369,0.120678,0.635305,-1.490043,1.246819,0.961796,1.833041,0.807591,-0.059464,-0.15824,-0.209955,1.889931,-0.853264,-2.119233,0.927395,-0.143648,0.090062,-0.349651,-0.964662,0.585051,-0.766887,-0.818596,0.986804,0.793366,-2.320878,0.473728,0.719233,-1.35787,-1.093401,1.195659,-0.459708,-2.148131,0.960134,-0.065647,0.703167,0.051882,1.01763,-1.515437,1.049164,1.317307,-1.130444,-0.518952,1.948165,1.542525,-1.512731,-1.167234,0.635063,0.34279,0.022174,2.345166,0.591431,-1.176495,0.898146,-0.296207,-0.509985,1.049796,1.458079,-0.493947,-1.084949,-0.23289,-1.273265,0.297174,1.022047,-1.575242,0.814407,0.057852,-0.95329,-1.587452,-1.099138,1.959104,0.99667,1.520706,-0.80524,1.81594,0.425426,-0.650627,-1.033941,-1.028664,-0.974817,-0.671816,0.567577,2.060965,0.279947,0.214303,-1.723841,-0.817996,-1.694316,0.680534,1.385549,-1.400817,-0.484924,-0.230566,1.205501,-0.355652,2.297011,-0.541008,0.394856,-1.029914,-1.528786,1.515604,2.244951,0.550118,-0.989316,-1.13592,0.34452,-2.745625,1.088294,-0.242035,-0.488512,-0.565191,-1.813838,0.243354,-0.027165,0.052565,1.383338,-0.194258,0.532244,-1.356827,-0.753908,1.671609,0.994692,0.439167,-0.603252,-1.176429,-0.950785,0.71916,-2.345403,1.69824
S024,Student_024,23,19,Low,None,Present,0.669438,0.541402,0.561612,-1.61184,1.12467,0.580029,1.589909,1.328059,-0.187274,0.094999,-0.90117,1.622709,-0.778469,-1.657401,0.803322,0.248676,-0.135242,0.33402,-1.495745,0.40737,-0.116007,-0.361245,1.889047,0.553072,-2.178304,-0.423411,0.912401,-1.336747,-0.393459,0.993182,-0.180055,-2.249542,1.099867,-0.425324,0.075556,-0.326854,0.936796,-0.486156,0.646569,0.912867,-1.506656,-0.43458,1.43412,1.527449,-0.510426,-1.2728,0.085886,0.044376,-0.001423,2.45784,1.048755,-0.733404,0.951937,0.470486,-0.430936,0.694741,1.450663,0.413987,-0.885798,-0.189241,-0.903417,0.023812,0.77353,-2.366521,0.448247,0.255831,-0.69015,-0.993297,-1.111262,1.403773,0.525354,1.056806,-0.213611,1.729323,-0.012281,-0.58429,-0.926668,-0.788857,-0.904268,-1.249027,0.620921,2.141603,-0.403074,-1.345534,-1.640468,-0.753634,-1.913502,0.400388,2.391796,-0.791094,-0.280269,-0.451001,0.694804,-0.326958,2.202343,-1.109799,0.182293,-0.839377,-1.906396,1.968696,2.375846,0.075091,-0.660134,-1.335409,1.111946,-2.672844,1.011272,-0.03449,-0.603091,-1.066015,-1.121297,-0.390225,0.386475,-0.556253,0.616137,0.315082,0.42549,-1.414892,-0.795334,1.567692,0.473963,0.722329,-0.134561,-1.116611,-1.088533,0.576075,-2.090316,1.631721
S024,Student_024,23,20,Normal,Masked,Present,0.616,1.237179,0.72918,-1.379783,0.983244,0.516796,1.596211,1.018812,0.147557,-0.608712,-1.425627,1.937038,-1.182201,-1.27565,1.10089,0.218782,0.408055,0.132396,-0.83988,0.353074,-0.222041,-0.531114,1.779326,0.554734,-2.925694,0.069901,1.523891,-0.995384,-0.508831,1.041247,-0.412429,-2.162463,1.029761,-0.164991,0.380186,-0.079053,1.211223,-1.227357,0.784644,1.712344,-0.742617,-0.949709,2.010644,1.319052,-0.454347,-0.611211,0.73912,-0.03903,-0.034254,2.095435,0.723726,-0.218946,1.272014,0.093417,-0.899106,0.808304,1.815395,-0.024973,-0.516739,0.361782,-1.301429,0.669032,0.358314,-2.459415,0.910157,-0.084386,-0.652055,-1.554577,-1.131603,1.859801,0.885023,1.083368,-1.22791,1.688927,-0.364578,-0.655785,-0.732557,-1.222546,-0.46825,-0.414914,0.692073,2.707061,-0.24104,-0.566162,-1.857568,-1.058645,-1.784523,0.739619,1.77777,-0.68392,-0.825779,-0.526188,0.659107,-0.146964,2.319926,-0.664892,0.857433,-0.568815,-1.617846,1.114382,2.062572,0.051678,-0.600647,-1.069371,0.426088,-2.292302,0.708129,-0.914149,0.102094,-0.86293,-1.382441,-0.268447,0.162335,-0.230401,1.587441,-0.500223,0.28571,-1.952363,-0.210619,1.271845,1.122667,0.324212,-0.081256,-0.664849,-0.477198,0.909078,-2.31868,1.132926
S025,Student_025,24,1,Low,Partial,Present,-0.217355,-0.470667,0.267491,0.444239,-1.186881,-1.522692,-1.004319,1.221171,0.290949,0.815523,1.288411,1.234144,-0.461614,1.73777,-0.726676,-0.057727,1.484927,-2.257451,-0.420863,0.582346,-0.075479,1.134519,-1.863374,-0.555449,0.798028,-0.684969,0.223272,0.400351,-1.167297,0.637493,0.510239,0.719478,0.175118,-1.864241,1.781559,2.496648,1.430799,0.526072,-0.394436,-0.768997,0.150648,1.271091,-0.846835,-0.178627,1.579934,-0.143011,0.022339,1.425061,1.660121,0.881101,-1.71688,-1.302139,-0.821084,-0.262884,-0.15681,-0.048475,-0.186125,0.047037,-1.176473,-0.411046,2.893503,0.968899,0.199828,-1.593599,-0.945027,-0.076119,1.616558,0.386988,0.027294,1.633635,-0.609972,1.146199,-0.486584,1.110585,1.915009,-1.149994,-0.20072,1.052623,-0.11908,-0.843354,-0.201118,-2.302875,0.867097,-1.119131,-2.430048,0.852083,0.173481,-1.164354,0.602284,0.505972,0.237647,-0.231129,-0.537732,-0.372369,-1.115415,0.464625,0.583141,-0.272874,1.628339,-0.148448,1.811371,0.364158,0.69073,-0.577835,-1.974933,0.541488,-0.910288,-1.029553,-0.262558,-0.643606,-0.665041,0.285161,-1.157277,0.981706,-0.59658,-0.810259,-1.994813,-1.068502,-0.10301,0.141263,0.699498,1.832313,1.124618,0.583635,1.492794,0.256186,0.185322,1.804835
S025,Student_025,24,2,Low,None,Present,-0.446823,-0.317293,0.124616,0.565741,-1.419004,-1.106589,-0.807682,1.589647,0.205488,0.467112,1.975483,1.297944,0.170966,1.929013,-0.972463,-0.615745,0.967935,-2.403526,-0.90952,0.683714,0.743487,0.302725,-2.21972,-0.478946,0.171545,-0.819912,0.818061,0.179462,-1.42442,0.025444,0.93279,0.694898,0.341219,-1.782308,1.915183,2.846637,1.254768,0.177473,-0.437934,-0.761011,0.816187,1.050184,-0.832768,0.231895,1.225776,0.016208,0.642634,1.943448,0.841299,1.023254,-1.123684,-0.958422,-0.386448,-0.30527,0.181383,0.213295,-0.304408,-0.184997,-0.662294,-0.227314,1.925249,0.455618,-0.209404,-1.567572,-0.778774,0.028343,1.621573,0.768267,0.221825,1.183577,-0.579432,1.111003,-0.241057,1.164572,1.22967,-0.614927,0.385593,1.069725,-0.509897,0.400494,-0.096332,-1.64862,1.338107,-0.833312,-2.367635,1.187527,0.683712,-1.289407,0.867242,0.728706,0.292645,-0.350941,0.212621,0.121873,-0.796186,0.599615,0.683102,-0.747975,1.765262,-0.199678,1.559244,-0.098495,1.007436,0.109787,-1.253225,0.486118,-1.256243,-0.980805,0.221531,-0.182808,-0.068328,0.464076,-2.276076,-0.015538,-0.45202,-1.52315,-2.239521,-1.764099,0.187903,0.087493,0.35458,1.562234,1.043785,1.01165,1.33427,0.425435,0.676625,1.70752
S025,Student_025,24,3,Normal,None,Present,-0.910307,-0.213415,0.512953,0.540262,-1.495348,-1.442839,-0.511065,1.370767,0.082142,1.262138,1.904655,0.952248,-0.010955,1.930006,-0.707103,-0.297263,1.482763,-1.880237,-0.714584,0.445522,-0.199813,0.038384,-1.519036,-1.279215,0.659419,-1.379239,1.329944,-0.0613,-1.075194,-0.124884,1.010191,0.686928,0.542314,-1.74847,2.498334,2.637934,1.755373,0.204509,-0.876839,0.170193,0.839117,0.967551,-0.600008,-0.237033,1.211073,0.134255,0.318239,1.562503,1.035227,0.546657,-0.952723,-0.825519,-0.955512,-0.590253,0.333716,-0.12185,0.185585,-0.650307,-1.313291,-0.13247,2.618702,0.726376,-0.080125,-1.359235,-0.933786,0.047558,1.339308,0.389577,0.491056,1.381188,-0.8341,1.405069,-0.250061,1.516624,1.62378,-0.989,0.148109,1.010607,-0.31683,-0.12366,-0.650493,-1.863882,1.523366,-0.827362,-2.483374,0.892947,0.111763,-0.83103,0.787834,-0.093231,-0.42165,-0.334466,-0.337463,0.245306,-0.686195,0.930854,0.279725,0.138239,1.832617,-1.104382,1.088121,-0.245161,0.709753,-0.306269,-1.921124,0.290775,-0.881343,-0.516551,-0.197819,-0.895909,-0.260364,0.095335,-1.463652,0.3982,-0.868199,-1.474962,-1.883332,-1.305706,0.537005,0.163884,0.299416,1.898943,1.310863,0.592202,1.171893,0.26561,0.592807,1.558666
S025,Student_025,24,4,Normal,Partial,Present,-0.354819,-1.089232,0.09286,0.644405,-1.742311,-1.213764,-0.942781,1.513825,0.593006,0.81581,1.907038,0.850025,0.608522,1.733389,-0.984214,0.256651,0.930947,-2.162007,-0.733008,0.946008,-0.03212,0.326604,-1.572719,-1.185123,1.015865,-0.926935,0.900231,0.136995,-1.235634,0.648593,0.61262,-0.167633,0.551665,-1.951514,1.976713,2.622756,2.074107,0.06071,-0.55014,-0.129872,0.947086,1.417164,-0.213743,0.715528,1.035014,0.191399,-0.101993,1.320403,1.374265,0.827675,-0.962485,-1.110434,-1.005912,-0.289211,-0.138006,0.337827,-0.175461,0.048131,-0.294535,-0.400611,2.120557,1.056787,-0.052253,-1.854548,-0.70477,0.142731,1.41216,-0.015514,0.587886,1.425871,-0.979314,1.888801,-0.089645,0.951302,1.529454,-0.800379,-0.0489,0.859812,-0.590213,-0.465603,-0.375904,-1.783724,1.121485,-1.39413,-2.240942,1.346386,0.363219,-1.527753,0.954948,0.568932,0.354727,-0.730411,-0.422643,-0.421286,-0.434526,1.209472,0.183868,-0.200849,1.877956,-0.124025,1.853182,-0.19334,1.075846,-0.875736,-1.577938,0.736946,-0.470177,-0.732628,-0.146307,-0.553832,0.018026,0.864305,-1.897,0.058585,-0.938075,-0.936907,-2.139722,-1.423355,0.2172,0.207819,0.500735,1.927264,1.411325,0.860191,1.036911,0.101021,0.607447,1.547082
